0	0.18064807929935592	1.0	115928	153	2592326	115623	19637565940	99688756400	32878902443180	32878994762241	1.0	6.82220766882406	1.0	0.1969887743528918	0.19791687248926987	1.0	19689476303.0	99737733237.0
2	0.18470284857031263	0.9998786700854422	108866	3386	2596155	108566	19515799558	99738925275	32022353552002	32071549531051	1.0	7.016835230719083	1.0	0.19566883745930758	0.2020251858273137	0.9998786700854422	20143066417.0	99685639581.0
4	0.18421557321126922	0.9998786700854422	106774	4838	2596795	106466	19356013964	99782534205	32039866118478	32104136550089	1.0	6.965250455747883	1.0	0.19398198410388828	0.20017619383079105	0.9998786700854422	19944280254.0	99417467016.0
6	0.1840097382422444	0.9998786700854422	103578	6087	2598740	103276	19372980203	99614953137	31433310528203	31542420620078	1.0	29.983790770497578	1.0	0.19447863591680284	0.19764902113294636	0.9998786700854422	19755227963.0	99767581706.0
8	0.1917906043568608	0.9998786700854422	100755	6884	2600766	100464	21251851703	99534516975	30973962614838	31180913425818	1.0	29.983790770497578	1.0	0.2135123809194534	0.21698333355784136	0.9998786700854422	21651607809.0	99874115611.0
10	0.1889162496183432	0.9998786700854422	98921	7984	2601500	98635	20169234404	99504569551	30768223919991	31015429602359	1.0	7.016835230719083	1.0	0.20269656453980714	0.20588068375242227	0.9998786700854422	20551287991.0	99663398823.0
12	0.18841514732421225	0.9998786700854422	97130	8931	2602343	96847	20164385562	99716832907	30624653345702	30928160243740	1.0	29.983790770497578	1.0	0.20221646610864719	0.20613290731374412	0.9998786700854422	20554111439.0	99876560647.0
14	0.20114674668281804	0.9998786700854422	94570	10242	2603593	94288	21835247966	99817815482	30232798585330	30625567751197	1.0	7.016835230719083	1.0	0.21875101013343173	0.222466785550644	0.9998786700854422	22217467115.0	99800301577.0
16	0.19563313292523923	0.9998786700854422	91581	11136	2605688	91290	21788237910	99619910466	29822655001464	30269939576796	1.0	7.016835230719083	1.0	0.2187136869334596	0.22414440298412097	0.9998786700854422	22333953805.0	99563421276.0
18	0.19823295648238687	0.996125712727455	89380	11877	2607148	89096	22170161111	99715055300	29458064483642	29954599785323	1.0	29.983790770497578	1.0	0.22233514331711954	0.2260847981060566	0.9998786700854422	22525342459.0	99489872945.0
20	0.1982999201362958	0.996125712727455	86899	12864	2608642	86618	21710735974	98994291398	28872620891634	29438024951125	1.0	7.016835230719083	1.0	0.2193130095422717	0.22442378885265132	0.9998786700854422	22372487718.0	99912263994.0
22	0.20768609371971772	0.996125712727455	86130	13942	2608333	85857	21588949616	99537162462	29062544238251	29661318547790	1.0	29.983790770497578	1.0	0.21689336004773038	0.2226840657562332	0.9998786700854422	22180753891.0	99581680997.0
24	0.20161426263262716	0.996125712727455	82902	14658	2610842	82626	21624106330	99450888322	28382145878307	29045690871837	1.0	29.983790770497578	1.0	0.21743502441110352	0.22097053637036435	0.9998786700854422	21992698270.0	99681578522.0
26	0.20518214419998157	0.996125712727455	80053	14779	2613562	79778	22517920677	99751612437	27765187595473	28520926197505	1.0	6.965250455747883	1.0	0.2257399166476794	0.22781181637082776	0.9998786700854422	22737877031.0	99754635734.0
28	0.19886474389776515	0.996125712727455	78210	15753	2614441	77937	21157933361	99702259983	27508698746682	28329656239697	1.0	6.940838893755174	1.0	0.21221117118716856	0.21183236680192155	0.9998786700854422	21120347036.0	99861655691.0
30	0.21715095162649328	0.9916691678995898	77457	16375	2614569	77190	22507651687	99780921304	27346103665501	28237630136479	1.0	6.965250455747883	1.0	0.2255706942054234	0.2251596534557754	0.9998786700854422	22453701645.0	99743562359.0
32	0.212749745669847	0.8669945737627752	76402	17899	2614088	76134	23297209114	99623440983	27391817437725	28367486161031	1.0	6.977495753883588	1.0	0.23385268451001903	0.23396942857742384	1.0	23350428040.0	99767746809.0
34	0.20524894283365686	0.9002457251503303	73651	17881	2616870	73391	21137323549	99559043084	26800526779253	27752914046055	1.0	6.965250455747883	1.0	0.21230942859872617	0.21566547894396093	0.8489398578033032	21519072521.0	99789593407.0
36	0.21267466895032902	0.8444457037761289	71908	19048	2617443	71641	21914536395	99878108675	26563802423554	27629411732358	1.0	29.983790770497578	1.0	0.21941280913026862	0.22216744989476042	0.9998786700854422	22165186155.0	99873383288.0
38	0.2106316335145956	0.8070843724977045	70765	19475	2618158	70510	23063414202	99784191916	26499721742302	27661613981125	1.0	6.965250455747883	1.0	0.23113294560139513	0.23277771141093848	0.8070843724977045	23190471634.0	99720078748.0
40	0.21709928428746972	0.7949562749728608	68571	19610	2620220	68317	23579715901	99984889843	25871752540944	27078094136373	1.0	29.983790770497578	1.0	0.23583279371538787	0.23828574454782683	0.8070843724977045	23771917732.0	99510466363.0
42	0.21702712240694372	0.8036907156273734	66841	20363	2621182	66586	22377009014	99593421264	25532646168611	26821056046355	1.0	29.983790770497578	1.0596779402576988	0.2246836059048873	0.22684049594138037	0.9751966034556404	22639236009.0	99801366108.0
44	0.21348596552259586	0.8648028796170952	64947	20662	2622791	64700	23132321070	99980168637	25058947660925	26467626842904	1.0	6.7208143092904455	1.0598188442148195	0.23136909434496936	0.23244487980209252	0.8070843724977045	23136880379.0	99541356959.0
46	0.21506501538438016	0.7648408253917839	62508	21257	2624634	62257	21914578929	99692269219	24519760390778	25994903978302	1.0	6.82220766882406	1.0598188442148195	0.21982225001678843	0.2193391871887564	0.812820253869298	21904544528.0	99830511926.0
48	0.2287305460005101	0.802410802361317	63266	22229	2622904	63027	23169516656	99810111459	25004710421172	26613293683202	1.0	6.965250455747883	1.0596779402576988	0.2321359661592761	0.2348191315663584	0.9019408788701494	23459954000.0	99366702551.0
50	0.21962999662103264	0.8148432594460865	58956	22508	2626927	58717	23666072377	99991833049	23715510905546	25311954805452	1.0	6.7208143092904455	0.9510182123878845	0.23668005331398093	0.23725570742178181	0.7913728536229481	23680433418.0	99847827893.0
