0	0.09720572910213088	1.0	24812	115	2683480	23425	47691150523	499923985373	7163049582465	7163094528463	1.0	6.965001666646792	1.0	0.09539680415096906	0.095408311708357	1.0	47691150523.0	499863687650.0
2	0.09801989893939522	0.9998786700854422	21464	1928	2685012	20094	48995736924	499787301588	6791307842475	6810511265064	1.0	6.965001666646792	1.0	0.09803317685007866	0.09804500566320422	0.9998786700854422	48995736924.0	499727003865.0
4	0.09962857470505568	0.9998786700854422	20415	2468	2685521	19078	51148990076	499875472549	6652298407690	6685798725897	1.0	6.965001666646792	1.0	0.10232346431237661	0.10232346431237661	0.9998786700854422	51148990076.0	499875472549.0
6	0.10168925784946312	0.9998786700854422	19457	2857	2686091	18146	51502329799	499746825313	6560981838062	6612006195911	1.0	6.965001666646792	1.0	0.10305684236561825	0.10306927834816151	0.9998786700854422	51502329799.0	499686527590.0
8	0.10169311522577577	0.9998786700854422	18856	3186	2686360	17553	50997792268	499429340800	6449824992241	6515202682207	1.0	8.428621945096369	1.0	0.10211212698539156	0.10212445680205375	0.9998786700854422	50997792268.0	499369043077.0
10	0.10051610924128629	0.9994485983919732	18324	3526	2686555	17039	50595234097	499212315387	6417883461034	6520547491724	1.0	8.428621945096369	1.0	0.10135013207311903	0.1013623752014116	0.9998786700854422	50595234097.0	499152017664.0
12	0.10321205065144062	0.9996825613621259	17501	3799	2687099	16206	52024471102	499218683851	6248128599307	6360926747286	1.0	8.428621945096369	1.0	0.10421178690805483	0.10422437556455133	0.9998786700854422	52024471102.0	499158386128.0
14	0.10488532998679465	0.996125712727455	16857	4081	2687467	15598	52796347088	499982049399	6135949948138	6266010943477	1.0	8.428621945096369	1.0	0.10559648521674625	0.10560922166518849	0.9998786700854422	52796347088.0	499921751676.0
16	0.1043442663782416	0.996125712727455	16095	4255	2688055	14831	53982320171	499739276578	5971691833543	6143196369274	1.0	8.428621945096369	1.0	0.10802096753460674	0.10802096753460674	0.9998786700854422	53982320171.0	499739276578.0
18	0.10395073214121758	0.996125712727455	15833	4476	2688093	14617	49579781067	499833080080	5975003993145	6155059882022	1.0	8.428621945096369	1.0	0.09919267660128575	0.09919267660128575	0.9998786700854422	49579781067.0	499833080080.0
20	0.10625804058746777	0.996125712727455	15238	4708	2688459	14013	51665050208	499809822090	5889076865926	6085956507099	1.0	8.428621945096369	1.0	0.10336941757558489	0.10336941757558489	0.9998786700854422	51665050208.0	499809822090.0
22	0.10614746044719833	0.996125712727455	14517	4829	2689059	13284	51297440862	498817843643	5701533961408	5903634245695	1.0	8.428621945096369	1.0	0.10283802296918867	0.10283802296918867	0.9998786700854422	51297440862.0	498817843643.0
24	0.10693585079707685	0.996125712727455	14094	5005	2689290	12884	53562127316	499859052172	5624878991725	5842039232415	1.0	6.705590660186986	1.0	0.10715446100907948	0.10715446100907948	0.9998786700854422	53562127316.0	499859052172.0
26	0.11064383730734342	0.996125712727455	13715	5248	2689426	12520	54257339986	499936582312	5584145306547	5842636455262	1.0	6.718243541550623	1.0	0.10852844521815594	0.10852844521815594	0.9998786700854422	54257339986.0	499936582312.0
28	0.11068814140552238	0.996125712727455	13075	5298	2690016	11878	54877734829	499952244160	5431771543596	5678576701628	1.0	6.879846829859982	1.0	0.10976595358863406	0.1097791937240503	0.9998786700854422	54877734829.0	499891946437.0
30	0.10919951738998993	0.996125712727455	12737	5441	2690211	11565	53187543919	499295876935	5378389081427	5678760807845	1.0	10.092591066948655	1.0	0.10652510139979411	0.10652510139979411	0.9998786700854422	53187543919.0	499295876935.0
32	0.11166316567930198	0.996125712727455	12372	5678	2690338	11201	55098961111	499779578261	5339370222169	5655787873849	1.0	10.092591066948655	1.0	0.1102465236829378	0.1102465236829378	0.9998786700854422	55098961111.0	499779578261.0
34	0.1097933902513804	0.996125712727455	12088	5815	2690485	10928	54238622051	498817480239	5273793832814	5613994341402	1.0	6.798501985993334	1.0	0.10873440526785966	0.10873440526785966	0.9998786700854422	54238622051.0	498817480239.0
36	0.11137043816058832	0.996125712727455	11622	5955	2690804	10472	56703305642	499822553753	5190020055375	5566585014837	1.0	6.798501985993334	1.0	0.1134468727275988	0.1134468727275988	0.9998786700854422	56703305642.0	499822553753.0
38	0.10920438303641923	0.996125712727455	11432	6117	2690839	10292	56377073637	499965149922	5164416927830	5572616494224	1.0	10.092591066948655	1.0	0.11276200680346507	0.11276200680346507	0.9998786700854422	56377073637.0	499965149922.0
40	0.11042809429191197	0.996125712727455	10949	6261	2691179	9807	56351994897	499578085412	5063890513547	5481826935631	1.0	6.879846829859982	1.0	0.11279917302722905	0.11279917302722905	0.9998786700854422	56351994897.0	499578085412.0
42	0.1113955539328932	0.996125712727455	10740	6321	2691328	9630	55683738691	499643540822	5014665815399	5467265859094	1.0	10.092591066948655	1.0	0.11144692994407698	0.11144692994407698	0.9998786700854422	55683738691.0	499643540822.0
44	0.11273651421034397	0.996125712727455	10362	6525	2691498	9232	55002361828	499282712623	4971336021365	5443874417092	1.0	10.092591066948655	1.0	0.11016276037085898	0.11016276037085898	0.9998786700854422	55002361828.0	499282712623.0
46	0.11253080102932769	0.996125712727455	9877	6510	2692017	8779	56843015122	499516094241	4823003338324	5315275426427	1.0	10.092591066948655	1.0	0.11379616348172182	0.11369764846742852	0.9998786700854422	56843406429.0	499952349017.0
48	0.11311789156158436	0.996125712727455	9577	6602	2692218	8483	56691259100	499734737611	4768879740657	5300767389789	1.0	10.092591066948655	1.0	0.11344270236448764	0.11344270236448764	0.9998786700854422	56691259100.0	499734737611.0
50	0.11174679110229223	0.996125712727455	9262	6699	2692439	8191	57111419952	499538632321	4679205175295	5225705185333	1.0	10.092591066948655	1.0	0.11432833470084973	0.11432833470084973	0.9998786700854422	57111419952.0	499538632321.0
52	0.11167036326578575	0.996125712727455	9056	6871	2692471	7990	56979952952	499238366782	4682409741628	5245793538175	1.0	6.798501985993334	0.8662854062727419	0.11413376203291915	0.11413376203291915	0.9998786700854422	56979952952.0	499238366782.0
54	0.11544933108491115	0.996125712727455	8902	6951	2692541	7862	56939415362	499948271102	4657149784725	5249433333714	1.0	6.705590660186986	0.8663275002879062	0.11389061359586772	0.11389061359586772	0.9998786700854422	56939415362.0	499948271102.0
